bookID,authors
11511,Dan Simmons
11514,Dan Simmons
11516,Dan SimmonsJeanDaniel Brque
11518,Dan SimmonsGuy Abadia
11519,Dan Simmons
11520,Dan Simmons
11525,Patricia Schultz
11535,Dan Simmons
11541,Robert R McCammon
11548,Robert R McCammon
11549,Robert R McCammon
11550,Robert R McCammon
11551,Robert R McCammon
11552,Robert R McCammon
11553,Robert R McCammon
11556,Robert R McCammon
11557,Robert R McCammon
11563,Stephen King
11565,Stephen KingGlenn Chadbourne
11566,Stephen King
11570,Stephen KingWilliam Olivier DesmondMaria Teresa Marenco
11571,Stephen King
11574,Stephen KingRobin Waterfield
11580,Stephen KingBernie WrightsonMichele Wrightson
11584,Stephen King
11588,Stephen King
11594,Stephen KingVernica Canales
11597,Stephen King
11601,Lois H GreshRobert E Weinberg
11604,Stephen King
11605,Stephen KingJosh Hamilton
11606,Stephen KingRichard Bachman
11608,Stephen KingGregorio VlastelicaEduardo Goligorsky
11611,Raynold Gideon
11613,Stephen KingEduardo Goligorsky
11616,Judith FarrLouise Carter
11617,Richard B Sewall
11619,Emily DickinsonRW Franklin
11621,Emily Dickinson
11623,Sylvia PlathKaren V Kukil
11625,Sylvia PlathFrieda Hughes
11627,Sylvia Plath
11630,Paul Alexander
11632,Sylvia PlathTed HughesFrances McCullough
11635,Ronald Hayman
11643,Keri Hulme
11648,Philip Roth
11650,Philip Roth
11653,Philip Roth
11654,Philip Roth
11655,Philip Roth
11656,John Updike
11657,John Updike
11663,John Updike
11664,John Updike
11665,James Plath
11666,John Updike
11668,Jacquelyn ReinachRichard Hefter
11669,Oscar Hijuelos
11670,Oscar Hijuelos
11671,Oscar Hijuelos
11672,Oscar Hijuelos
11684,Edward P Jones
11686,John CheeverPelle FritzCrone
11690,Orhan Pamuk
11692,Orhan PamukMaureen Freely  
11693,Orhan PamukVictoria Rowe Holbrook
11695,Orhan PamukRafael Carpintero
11697,Ian Jack
11698,Orhan PamukRafael Carpintero
11701,Octavio PazEliot WeinbergerElizabeth Bishop
11702,Octavio PazLysander KempYara Milos
11704,Octavio PazMargaret Sayers Peden
11705,Octavio PazEliot WeinbergerCharles TomlinsonWilliam Carlos WilliamsMonique Fong WustG AroulElizabeth BishopPaul BlackburnLysander KempDenise LevertovMuriel RukeyserMark Strand
11707,Octavio PazHelen Lane
11715,Anthony MinghellaMichael Ondaatje
11723,AS Byatt
11728,Penelope Fitzgerald
11729,Penelope FitzgeraldFrank Kermode
11734,Philip Roth
11741,Marilynne Robinson
11751,Edward P Jones
11752,Edward P Jones
11762,Don DeLillo
11765,Don DeLillo
11766,Don DeLillo
11767,Don DeLillo
11768,John Irving
11769,John Irving
11771,John IrvingHans Hermann
11772,John IrvingIris Menndez
11777,Joyce Carol Oates
11779,Joyce Carol OatesElaine Showalter
11780,Joyce Carol Oates
11781,Joyce Carol OatesElaine Showalter
11782,Joyce Carol Oates
11784,Joyce Carol Oates
11785,Joyce Carol Oates
11796,Philip Roth
11801,Carol Shields
11809,Elisabeth Jean Wood
11824,Sid FleischmanPeter Ss
11831,Cynthia Voigt
11854,Mary B Collins
11861,Andrew P Trout
11862,Lou Priolo
11873,William Styron
11876,William Styron
11878,William Styron
11880,Robert L Geneve
11886,John Cheever
11890,John CheeverRick Moody
11900,Bebe Moore Campbell
11901,Anne Rice
11907,Saul Bellow
11908,Saul BellowChristopher Hitchens
11910,Saul BellowStanley Crouch
11912,Saul BellowJames  Wood
11915,Kelley Armstrong
11917,Kelley Armstrong
11918,Kelley Armstrong
11919,Kelley Armstrong
11920,Kelley Armstrong
11921,Kelley Armstrong
11922,Kelley Armstrong
11926,Marguerite Duras
11932,Peter S Beagle
11933,Peter S Beagle
11934,Peter S Beagle
11938,Peter S Beagle
11949,Don Webb
11963,Marguerite Duras
11970,Jack Williamson
11978,Jack Williamson
11980,JeanPaul Sartre
11988,Albert CamusStuart GilbertJustin OBrienDavid Bellos
11990,Albert CamusAnthony BowerHerbert Read
11991,Albert CamusJustin OBrien
11993,Albert CamusJacqueline LeviValensiArthur GoldhammerDavid Carroll
11995,Albert CamusJustin OBrien
11996,Jacqueline HarpmanRos Schwartz
12000,Robert PolitoJim ThompsonPatricia HighsmithCharles WillefordDavid GoodisChester Himes
12001,JD Salinger
12009,Iain M Banks
12013,Iain M Banks
12016,Iain M Banks
12017,Iain M Banks
12018,Iain M BanksIrene Bonhorst
12019,Alan MacGillivray
12022,Iain Banks
12034,Herman MelvilleRobert Faggen
12035,Hershel Parker
12036,Herman MelvilleTony TannerJohn Dugdale
12043,Patricia Hall
12045,Iris Murdoch
12047,Paul Bowles
12048,Paul BowlesDaniel Halpern
12049,Paul BowlesFrancine Prose
12050,Paul Bowles
12052,Paul BowlesDaniel Halpern
12053,Paul Bowles
12055,Paul Bowles
12059,Ann Major
12066,Iris Murdoch
12069,Paul CoughlinLaura Schlessinger
12070,Terry PratchettNeil Gaiman
12071,Terry PratchettNeil Gaiman
12073,Ludwig WittgensteinGEM Anscombe
12074,David EdmondsJohn Eidinow
12075,Ludwig WittgensteinDavid PearsBrian McGuinnessBertrand Russell
12076,Ludwig WittgensteinGEM Anscombe
12077,Ludwig WittgensteinGEM AnscombeGeorge Henrik von Wright
12078,Saul A Kripke
12079,Ray Monk
12080,Allan JanikStephen Toulmin
12081,Ludwig WittgensteinRush Rhees
12083,Eugene ONeillHarold Bloom
12086,Carlos A Schwantes
12090,Samuel Beckett
12091,Jonathan CroallPeter Hall
12095,Eugne IonescoDonald M Allen
12099,Eugne IonescoCharles MarowitzDonald   Watson
12108,Margaret Bertha Synge
12113,Luigi PirandelloMark Musa
12114,Luigi PirandelloStanley Appelbaum
12116,Luigi PirandelloWilliam WeaverCharles Simic
12117,Luigi PirandelloWilliam WeaverSamuel Putnam
12118,Luigi PirandelloTom Stoppard
12120,Luigi PirandelloRobert RiettyJulian MitchellJohn Linstrum
12123,Linda Lael Miller
12125,Cynthia Voigt
12137,Sam Shepard
12142,Sam ShepardRichard Gilman
12143,Robert FrostNoel Perrin
12147,Richard  Adams
12148,Richard  Adams
12149,Richard  Adams
12155,Jacqueline K OgburnMarjorie A Priceman
12157,Louise BordenAllan Drummond
12169,F Scott FitzgeraldJames LW West III
12172,Marguerite YourcenarGrace Frick
12180,Nicholas A Basbanes
12186,Vladimir Nabokov
12187,Vladimir NabokovFatih zgven
12188,Vladimir Nabokov
12193,Joseph ConradMorton Dauwen ZabelFrederick R Karl
12194,Joseph Conrad
12195,Joseph ConradCedric Watts
12201,Robert FrostSusan Jeffers
12202,Robert FrostEdward Connery Lathem
12203,Thomas BernhardMichael Hofmann
12204,Robert Frost
12210,Robert FrostRichard PoirierMark   Richardson
12212,Jay Parini
12216,Eugene ONeillLuann Walther
12220,Tennessee Williams
12222,Tennessee WilliamsArthur  Miller
12225,SparkNotes
12226,James Lamar RobertsTennessee WilliamsCliffsNotes
12230,George Bernard ShawDan H LaurenceNicholas Grene
12240,Chet Green
12248,Mary Pope OsborneTroy Howell
12249,Richmond Lattimore
12250,Richmond Lattimore
12254,HomerRobert FaglesDerek Jacobi
12256,HomerCharles H Wilson
12263,Mary Pope OsborneTroy HowellHomer
12268,Tennessee WilliamsGore Vidal
12274,George Bernard ShawDan H LaurenceImogen Stubbs
12275,George Bernard ShawSusan Moller Okin
12279,Samuel Beckett
12288,Carroll John Daly
12290,Carroll John DalyDrew Bishop
12292,Carroll John Daly
12293,Jo Ann Ooiman Robinson
12296,Nathaniel HawthorneThomas E ConnollyNina Baym
12297,Nathaniel HawthorneKathryn Harrison
12299,Nathaniel Hawthorne
12300,Nathaniel Hawthorne
12301,Nathaniel Hawthorne
12302,Nathaniel HawthorneKarin Jacobson
12315,Friedrich NietzscheClifton Fadiman
12317,Friedrich NietzscheGary Handwerk
12319,Friedrich NietzscheWalter KaufmannPeter Gay
12321,Friedrich NietzscheRJ HollingdaleMichael Tanner
12322,Friedrich NietzscheRJ Hollingdale
12328,Michael TeitelbaumRon Zalme
12335,Nancy Milford
12346,Joo Guimares Rosa
12349,Ruth Ozeki
12350,Ruth Ozeki
12352,Ruth OzekiFlorence Mortimer
12358,Sarah VowellKatherine Streeter
12365,Richard Russo
12366,Richard Russo
12370,Gus Russo
12372,Richard Ford
12375,Graydon CarterTom FordAnna WintourBridget Foley
12378,Steven Watts
12381,Jim Morrison
12383,Mary B Morrison
12395,LouisFerdinand ClineRalph ManheimWilliam T Vollmann
12398,William T Vollmann
12401,Paul Robert Magocsi
12408,Nella LarsenCarla Kaplan
12412,Nella LarsenCharles LarsonMarita Golden
12417,Sonny Brewer
12419,Leo TolstoyPeter Sekirin
12424,Boris PasternakB Deutsch
12427,Boris PasternakMarina TsvetaevaRainer Maria Rilke
12441,Richard  Adams
12442,Richard  Adams
12444,Richard  Adams
12445,Richard  Adams
12447,Thomas Wolfe
12448,Thomas Wolfe
12451,Thomas WolfePat Conroy
12457,Howard Korder
12458,Eugene ONeillTravis Bogard
12461,Eugene ONeillTravis Bogard
12466,Norman Mailer
12467,Norman Mailer
12468,Norman Mailer
12473,Norman MailerJohn Buffalo Mailer
12474,Norman Mailer
12477,Truman Capote
12478,Lynda La Plante
12482,James HamiltonPaterson
12488,Alan Paton
12495,Erin McCarthy
12496,Cormac McCarthy
12497,Cormac McCarthy
12502,Pete McCarthy
12505,Fyodor DostoyevskyAnna BrailovskyJoseph FrankConstance GarnettAlan Myers
12511,W Michael Kelley
12513,David Mamet
12517,David Mamet
12522,Jack KerouacRobert Creeley
12526,Annie Dillard
12527,Annie Dillard
12528,Annie Dillard
12532,Annie Dillard
12533,Annie Dillard
12535,Anne Lamott
12537,Anne Lamott
12540,Anne Lamott
12545,Mary Roach
12546,Iain Levison
12550,PG Wodehouse
12555,Amy Tan
12557,Amy Tan
12558,Amy TanGretchen Schields
12560,Jane Hamilton
12561,Jane Hamilton
12564,Ken KeseyCharles Bowden
12568,Richard Brautigan
12569,Richard Brautigan
12570,Richard Brautigan
12571,Richard BrautiganTaylan Taftaf
12577,Eudora Welty
12578,Eudora WeltyRichard FordMichael Kreyling
12579,Eudora WeltyReynolds Price
12581,Eudora WeltyRichard Bausch
12582,Eudora Welty
12583,Eudora Welty
12586,Eudora Welty
12589,Eudora Welty
12590,Eudora Welty
12609,Anne Fadiman
12612,Noam Chomsky
12614,Noam ChomskyMichel FoucaultJohn Rajchman
12615,Noam Chomsky
12616,Noam Chomsky
12618,Noam ChomskyBarry Pateman
12620,Noam Chomsky
12622,Noam Chomsky
12623,Noam ChomskyGilbert AchcarStephan R Shalom
12627,Noam ChomskyArthur NaimanDavid BarsamianSandy Niemann
12630,Noam ChomskyDavid Barsamian
12631,Noam ChomskyDonaldo Macedo
12645,Noam Chomsky
12646,Noam ChomskyCP Otero
12648,Shirley Rousseau Murphy
12649,JeanJacques RousseauPatrick ColemanAngela Scholar
12650,Shirley Rousseau Murphy
12651,JeanJacques RousseauMaurice Cranston
12652,Shirley Rousseau Murphy
12657,James A Michener
12658,James A Michener
12661,James A Michener
12662,James A Michener
12664,James A MichenerRobert Vavra
12665,James A Michener
12676,Stephen KingGregorio Vlastelica
12678,Stephen King
12682,Stephen King
12683,Stephen KingCampbell Scott
12684,Stephen King
12686,John Grogan
12691,John Grogan
12703,Emily BrontAlice Hoffman
12712,Graham Handley
12722,John Steinbeck
12723,Terry C Johnston
12724,Margot Adler
12725,Scott ODell
12733,William Faulkner
12738,Shirley Hazzard
12746,Sinclair LewisCharles R Johnson
12749,Marcel ProustLydia Davis
12753,Marcel ProustCK Scott MoncrieffElizabeth Dalton
12754,Marcel ProustCK Scott Moncrieff
12769,Elizabeth Mayne
12770,Ira LevinOtto Penzler
12771,Francine PascalKate William
12783,Salman Rushdie
12786,John Berendt
12787,William HjortsbergRidley ScottJames Crumley
12789,Melissa M Garcia
12793,Alice Kaplan
12803,James JoyceCraig Raine
12807,Ha Jin
12812,Robert Mason
12817,Iris MurdochKaren Armstrong
12820,Michael MorpurgoMichael Foreman
12822,Maryam Riess
12823,Elie WieselMarion Wiesel
12827,Jonathan Franzen
12828,Jonathan Franzen
12829,Jonathan Franzen
12840,Carlos Castaeda
12841,Carlos Castaeda
12842,Carlos Castaeda
12843,Carlos Castaeda
12844,Carlos Castaeda
12845,Carlos Castaeda
12846,Carlos Castaeda
12847,Carlos Castaeda
12851,Fyodor DostoyevskyDavid Magarshack
12852,Fyodor DostoyevskyDavid Magarshack
12853,Fyodor DostoyevskyRichard PevearLarissa Volokhonsky
12854,Fyodor DostoyevskyRichard PevearLarissa Volokhonsky
12855,Fyodor DostoyevskyRonald Hingley
12856,Fyodor DostoyevskyConstance GarnettJoseph Frank
12859,Steve BlamiresSandy Leuthner
12873,Daphne du MaurierSally Beauman
12876,Rebecca Goldstein
12879,Rebecca York
12880,Rebecca WestChristopher Hitchens
12881,Philip Roth
12882,Philip Roth
12885,John Barth
12901,James Lamar RobertsWilliam FaulknerCliffsNotes
12905,William Faulkner
12906,James Lamar RobertsCliffsNotes
12912,VirgilRobert FaglesBernard Knox
12914,VirgilRobert Fitzgerald
12916,VirgilDavid   West
12918,VirgilStanley LombardoW R Johnson
12919,VirgilGP Goold
12922,Horace WalpoleEF BleilerWalter Scott
12923,Horace Walpole
12930,Lois Lowry
12931,Lois Lowry
12932,Lois Lowry
12933,Lois LowryTrue Kelley
12936,Lois Lowry
12937,Lois LowryDiane deGroat
12938,William Shakespeare
12939,William ShakespeareRoma Gill
12941,William ShakespeareRA Foakes
12944,William ShakespeareBarbara A MowatPaul Werstine
12947,Henry JamesDeborah EschJonathan Warren
12950,Henry JamesAnthony Curtis
12951,Henry JamesRWB Lewis
12954,Henry JamesPeter G Beidler
12958,William ShakespeareMary BerryMichael Clamp
12960,William ShakespeareDavid L Stevenson
12961,William ShakespeareRoma Gill
12964,William ShakespeareSamuel WestAmanda RootArkangel Cast
12965,William ShakespeareFH Mares
12967,Mark Helprin
12969,Isak DinesenKaren Blixen
12975,William ShakespeareAlan Durband
12980,William ShakespeareBarbara A MowatPaul Werstine
12982,William Shakespeare
12984,Troy Denning
12990,Terry Tempest Williams
12993,William ShakespeareNeil Taylor
12994,Bob      Smith
12995,William Faulkner
12996,William Shakespeare
12999,William ShakespeareDavid ThrelfallDon WarringtonAnneMarie DuffArkangel Cast
13002,William ShakespeareBarbara A MowatPaul Werstine
13006,William ShakespeareRoma Gill
13008,William ShakespeareJohn   BoweMichael FeastAdrian Lester
13011,William ShakespeareMarvin SpevackMarga Munkelt
13012,William ShakespeareSparkNotes
13018,James K LowersWilliam ShakespeareCliffsNotes
13020,William ShakespeareDavid Scott Kastan
13023,Lewis CarrollJane CarruthRene Cloke
13028,Lewis CarrollJohn Tenniel
13033,Lawrence Durrell
13037,Lawrence Durrell
13039,Lawrence Durrell
13040,Hermann Hesse
13042,Reynolds Price
13050,JeanJacques RousseauSusan DunnGita MayRobert N BellahDavid BromwichConor           Cruise OBrien
13060,Carl Hiaasen
13061,Carl Hiaasen
13062,Carl Hiaasen
13063,Carl Hiaasen
13064,Carl Hiaasen
13066,Carl Hiaasen
13067,Carl Hiaasen
13068,Carl Hiaasen
13069,Carl HiaasenElmore LeonardDave BarryJames W HallEdna BuchananLes StandifordPaul LevineBrian AntoniTananarive DueJohn DufresneVicki HendricksCarolina HospitalEvelyn Mayerson
13074,Carl Hiaasen
13075,Carl Hiaasen
13076,Carl HiaasenEdward Asner
13079,Carl Hiaasen
13083,Carl Hiaasen
13086,Andrs DuanyElizabeth PlaterZyberkJeff Speck
13100,Don Colbert
13104,James Redfield
13105,James Redfield
13106,James RedfieldLou Diamond Phillips
13107,James Redfield
13113,Robert M Pirsig
13119,Donald Spoto
13121,Donald Spoto
13122,Donald Spoto
13128,James Patterson
13130,James PattersonAndrew Gross
13131,James PattersonMaxine Paetro
13133,James PattersonMichael Ledwidge
13134,James PattersonHoward Roughan
13136,James PattersonAndrew Gross
13137,James Patterson
13138,James Patterson
13139,James Patterson
13140,James Patterson
13141,James Patterson
13142,James Patterson
13143,James Patterson
13144,James Patterson
13145,James Patterson
13146,James Patterson
13147,James PattersonHoward Roughan
13148,James Patterson
13149,James Patterson
13151,James Patterson
13152,James Patterson
13155,James PattersonAndrew Gross
13157,James PattersonAndrew Gross
13158,James Patterson
13161,James PattersonPeter de Jonge
13162,James Patterson
13164,James PattersonMichael Garland
13173,Laura Ingalls WilderRene Graef
13177,Howard Stern
13180,Lesley Glaister
13194,Kevin SmithPhil HesterAnde Parks
13196,Stephanie Spinner
13199,Jeffrey Archer
13203,Maya Angelou
13206,Maya Angelou
13210,Maya Angelou
13211,Maya AngelouLinda SunshineDiego Rivera
13215,Maya AngelouJeanMichel BasquiatSara Jane Boyers
13228,Emily Bront
13237,Lewis CarrollDouglas R Nickel
13238,Lewis CarrollGraeme Base
13241,Maxim GorkyAvrahm YarmolinskyMoura Budberg
13254,Jane Heller
13257,Ruth Heller
13258,Zo Heller
13260,Paul Crilley
13270,AristotleMalcolm Heath
13275,Igor StravinskyGeorge SeferisArthur KnodelIngolf Dahl
13276,C Hassell Bullock
13285,John MilnerPiet Mondrian
13310,Mark RothkoMiguel LpezRemiro
13314,Lee Seldes
13320,Diane WaldmanBernard Malamud
13323,Diane Waldman
13329,Henry M Sayre
13336,PindarWilliam H Race
13337,PindarCecil Maurice BowraDaniel C SnellDawson William TurnerMaehlerAbraham Moore
13342,PindarGS ConwayRichard Stoneman
13344,PindarWilliam H Race
13345,Garth Nix
13347,EuripidesDavid R SlavittSmith Palmer BovieFred ChappellMark RudmanElaine TerranovaRichard ElmanKatharine WashburnGeorge D Economou
13357,Prima Publishing
13360,Joyce Meyer
13365,Brenda Joyce
13368,Stuart Gilbert
13374,Miriam Toews
13375,Marilyn HerbertMiriam Toews
13379,Dorothy Dunnett
13382,Stuart McLean
13383,Stuart McLean
13388,Stuart McLean
13397,David  MichaelsTom Clancy
13398,David  MichaelsRaymond BensonTom Clancy
13399,David  MichaelsRaymond BensonTom Clancy
13413,Douglas E WinterDan SimmonsStephen KingGeorge RR Martin
13414,Kathleen Banks FreemanHermann Alexander Diels
13421,Philip Ellis Wheelwright
13422,Geoffrey S KirkJohn Earle RavenMalcolm Schofield
13423,Catherine Osborne
13424,Jonathan BarnesTed Honderich
13425,Robin WaterfieldAnaximanderAnaximenesEmpedoclesGorgias of LeontiniHeraclitusParmenidesProtagorasPythagorasThalesThrasymachusZeno of Elea
13440,Stephen King
13442,Stephen King
13444,Stephen KingPeter Straub
13446,Stephen KingBettina Blanch Tyroller
13448,Stephen King
13449,Stephen KingMara Eugenia Ciocchini Surez
13451,Stephen King
13460,Catherine ThimmeshMelissa Sweet
13462,Stanley Coren
13463,Michael J Gelb
13467,Jane Walmsley
13469,Terry ColeWhittaker
13470,Jiddu KrishnamurtiD Rajagopal
13484,Pam JohnsonBennett
13485,Giuliana DePandi
13486,Howard W StoneJames O Duke
13487,Hirohiko Araki
13488,Hirohiko Araki
13489,Hirohiko Araki
13490,Hirohiko Araki
13492,Hirohiko Araki
13493,Hirohiko Araki
13494,Hirohiko ArakiHirohiko Araki
13495,Hirohiko Araki
13500,George RR Martin
13501,Ben AveryMike S MillerGeorge RR MartinMike Crowell
13504,George RR MartinRoy Dotrice
13505,George RR Martin
13506,Charles de Lint
13508,James W Loewen
13509,James W Loewen
13517,Miguel Serrano
13519,Hermann HesseHilda Rosner
13521,Gregory MaguireDouglas SmithJelena Boji
13529,Geraldine Brooks
13530,Geraldine Brooks
13536,Hirohiko Araki
13538,Hirohiko ArakiHirohiko Araki
13540,Hirohiko ArakiHirohiko Araki
13541,Hirohiko ArakiHirohiko Araki
13543,Hirohiko Araki
13544,Hirohiko Araki
13545,Hirohiko ArakiHirohiko Araki
13546,Hirohiko Araki
13547,Hirohiko ArakiHirohiko Araki
13548,Hirohiko ArakiHirohiko Araki
13549,Kyoko HikawaYuko SawadaFreeman Wong
13550,Kyoko HikawaYuko SawadaFreeman Wong
13551,Kyoko HikawaYuko SawadaFreeman Wong
13552,Ursula K Le Guin
13557,Takehiko Inoue
13562,Kyoko Hikawa
13568,CLAMPWilliam Flanagan
13569,CLAMPWilliam Flanagan
13570,CLAMPAnthony Gerard
13571,CLAMPWilliam Flanagan
13575,CLAMPWilliam Flanagan
13576,CLAMPWilliam Flanagan
13577,CLAMPWilliam Flanagan
13578,CLAMPWilliam Flanagan
13579,CLAMPWilliam Flanagan
13583,CLAMP
13584,CLAMP
13585,CLAMP
13586,CLAMP
13587,CLAMP
13588,Yumi HottaTakeshi Obata
13589,Yumi HottaTakeshi Obata
13590,Yumi HottaTakeshi Obata
13591,Yumi HottaTakeshi ObataYukari Umezawa
13592,Yumi HottaTakeshi Obata
13593,Yumi HottaYumi Hotta
13594,Yumi HottaYumi Hotta
13595,Yumi HottaYumi Hotta
13596,Yumi HottaYumi Hotta
13598,Yumi HottaYumi Hotta
13600,Yumi HottaYumi Hotta
13602,Yumi HottaYumi Hotta
13603,Yumi HottaTakeshi Obata
13608,Yumi HottaYumi Hotta
13609,Yumi HottaYumi Hotta
13611,Yumi HottaYumi Hotta
13614,Tsugumi OhbaTakeshi ObataTetsuichiro Miyaki
13615,Tsugumi OhbaTakeshi ObataPookie Rolf
13616,Tsugumi OhbaAlexis Kirsch
13617,Tsugumi OhbaTakeshi ObataAlexis Kirsch
13618,Tsugumi OhbaTakeshi ObataPookie Rolf
13619,Tsugumi OhbaTakeshi ObataPookie Rolf
13620,Tsugumi OhbaTakeshi ObataAlexis Kirsch
13621,Tsugumi OhbaTakeshi ObataAlexis Kirsch
13622,Tsugumi OhbaTakeshi ObataTetsuichiro Miyaki
13623,Tsugumi OhbaTakeshi ObataTetsuichiro Miyaki
13624,ER EddisonKeith   Henderson
13625,ER EddisonGerald Ravenscourt HayesKeith   Henderson
13628,ER Eddison
13629,Frederick P Brooks Jr
13630,Junji ItoNaomi Kokubo
13631,Junji ItoNaomi Kokubo
13632,Junji Ito
13633,Junji Ito
13634,Junji Ito
13638,Yko Kamio
13639,Yko Kamio
13640,Yko Kamio
13647,Ursula K Le Guin
13648,Ursula K Le Guin
13649,Lao TzuUrsula K Le GuinJP Seaton
13650,Ursula K Le Guin
13651,Ursula K Le Guin
13653,Ursula K Le Guin
13654,Ursula K Le Guin
13657,Ursula K Le Guin
13658,Ursula K Le GuinSamuel Roukin
13659,Ursula K Le Guin
13660,Ursula K Le GuinSD Schindler
13661,Ursula K Le Guin
13662,Ursula K Le GuinMargot Paronis
13664,Ursula K Le GuinSD Schindler
13666,Ursula K Le GuinSD Schindler
13667,Ursula K Le Guin
13674,Mikhail TalIakov DamskyKenneth P Neat
13677,Mikhail TalHanon W Russell
13688,Miguel de Cervantes SaavedraJohn Rutherford
13719,Eiji NonakaBrendan Frayne
13720,Eiji NonakaBrendan Frayne
13722,Eiji NonakaBrendan Frayne
13724,Eiji NonakaBrendan Frayne
13727,Tite Kubo
13728,Tite Kubo
13729,Tite Kubo
13730,Tite Kubo
13731,Tite Kubo
13733,Tite Kubo
13735,Tite Kubo
13737,Fuyumi Ono Akihiro Yamada Â Elye J AlexanderAlexander O Smith
13739,Suzette Haden Elgin
13741,Hiroyuki Morioka
13743,Hiroyuki Morioka
13746,Julie Powell
13747,Julie Powell
13752,Yasunari KawabataEdward G Seidensticker
13759,Diana Wynne Jones
13762,Nancy ConradHoward A KlausnerBuzz Aldrin
13764,Chie Shinohara
13765,Chie Shinohara
13767,Chie Shinohara
13769,Chie Shinohara
13783,Yayoi Ogawa
13784,Yayoi Ogawa
13785,Yayoi Ogawa
13786,Yayoi Ogawa
13793,Yayoi Ogawa 
13797,Chieri UegakiStphane Jorisch
13800,Suki Kim
13806,R Scott Bakker
13807,Raymond E Feist
13812,Raymond E Feist
13814,Raymond E Feist
13820,Roger ZelaznyScott ZrubeckSteven Brust
13821,Roger Zelazny
13823,John Gregory BetancourtRoger Zelazny
13829,Tamora Pierce
13831,Tamora Pierce
13832,Tamora PierceJosepha ShermanMargaret MahyLesley McBainMike ResnickBruce RogersPamela F ServiceJan StirlingHolly BlackDoranna DurginIndia EdghillRosemary EdghillEsther M FriesnerLaura Anne GilmanJanis 
13833,Tamora Pierce
13834,Tamora Pierce
13835,Tamora Pierce
13836,Tamora Pierce
13837,Tamora Pierce
13839,Michael Pollan
13842,Michael PollanScott Brick
13845,Joyce Lankester Brisley
13847,Mandy Aftel
13853,CS LewisPauline Baynes
13854,RA Salvatore
13856,Terry Pratchett
13860,Jackie French KollerRebecca Guay
13867,Raymond E Feist
13871,Raymond E FeistBrett Booth
13872,Katherine Dunn
13876,Barbara ParkKenneth Lafreniere
13878,Raymond E Feist
13879,Raymond E Feist
13881,Raymond E Feist
13890,Robert Jordan
13891,Robert Jordan
13895,Robert Jordan
13912,Sylvia Nasar
13913,Edward de Bono
13914,Sayadaw U PanditaKate WheelerSwami Vivekananda
13916,Sylvia NasarCarlo CapararoSergio ManciniRoberta Zuppet
13922,Juliet Marillier
13923,Juliet Marillier
13924,Juliet Marillier
13925,Juliet Marillier
13927,Juliet Marillier
13929,Juliet Marillier
13930,Juliet Marillier
13931,Juliet Marillier
13932,Andrew Solomon
13934,Andrew Solomon
13939,Frank Warren
13943,Frank Warren
13944,William KalushLarry Sloman
13947,Melanie RawnKate ElliottJennifer Roberson
13951,James PrellerJamie  Smith
13954,Lois Gladys Leppard
13956,Monica Furlong
13964,Konrad Eisenbichler
13965,Konrad LorenzMarjorie Kerr Wilson
13968,David S GarnettDavid Ferring
13979,Mercedes Lackey
13980,Mercedes Lackey
13981,Mercedes Lackey
13982,Mercedes Lackey
13983,Mercedes Lackey
13985,Mercedes LackeyRoberta Gellis
13986,Mercedes Lackey
13987,Mercedes Lackey
13988,Mercedes LackeyRosemary EdghillSarah A HoytTanya HuffFiona PattonJanni Lee SimnerMickey Zucker ReichertJudith TarrLarry DixonMichael Z WilliamsonNancy AsireRichard Lee ByersBrenda CooperStephanie D Sh
13990,Mercedes Lackey
13991,Mercedes LackeyEric FlintDave Freer
13993,Mercedes Lackey
13994,Mercedes Lackey
13995,Mercedes Lackey
13996,Mercedes Lackey
13997,Mercedes Lackey
13998,Mercedes Lackey
14000,Mercedes Lackey
14002,Mercedes LackeyTanya HuffMickey Zucker ReichertMichelle Sagara WestGary A BraunbeckJohn HelfersElisabeth WatersLawrence SchimelMark ShepherdJanni Lee SimnerRichard Lee ByersJosepha ShermanLarry DixonJ
14003,Mercedes Lackey
14004,Mercedes Lackey
14007,Mercedes LackeyLarry Dixon
14008,Mercedes LackeyRosemary Edghill
14009,Mercedes LackeyLarry Dixon
14012,Mercedes Lackey
14013,Mercedes LackeyTanith LeeCE Murphy
14014,Mercedes Lackey
14016,Bruce PattonDouglas StoneSheila Heen
14026,Yasunari KawabataAlisa Freedman
14029,Yasunari KawabataHoward Hibbett
14030,Yasunari KawabataJ Martin Holman
14031,Yasunari KawabataLane DunlopJ Martin Holman
14032,Yasunari KawabataEdward G SeidenstickerYukio Mishima
14033,Yasunari KawabataMichael Emmerich
14043,Richard Olney
14045,Lady SarashinaIvan Morris
14046,Audrey Niffenegger
14049,Maureen Child
14051,Susan   Mallery
14054,Donna Tartt
14055,Donna Tartt
14056,John Lawrence Peterson
14060,Laura Ingalls WilderRene Graef
14063,Tomie dePaola
14064,Richard Matheson
14069,Naomi Novik
14072,Dorothy L SayersJill Paton Walsh
14075,Paul Belien
14081,Chiho Saito
14082,RK NarayanJhumpa Lahiri
14084,Bernard MalamudJhumpa Lahiri
14088,Jhumpa Lahiri
14089,Junichi SatKaori Naruse
14091,Junichi SatKaori Naruse
14092,Junichi SatKaori Naruse
14093,Lennard ZinnTodd Telander
14095,Howard Zinn
14096,Jon KabatZinn
14098,Jon KabatZinn
14106,June Casagrande
14107,MC Beaton
